year,day_type,cluster_name,hour,trip_starts,trip_ends,net_change,active_station_hours
2025,Weekday,Commercial & Employment Core,2,13941,13770,-171,17927
2025,Weekday,Commercial & Employment Core,3,7511,7982,471,11465
2025,Weekday,Commercial & Employment Core,4,7911,6385,-1526,11032
2025,Weekday,Commercial & Employment Core,5,22036,18714,-3322,26598
2025,Weekday,Commercial & Employment Core,6,64649,55103,-9546,48865
2025,Weekday,Commercial & Employment Core,7,134170,115633,-18537,64059
2025,Weekday,Commercial & Employment Core,8,290441,258365,-32076,73943
2025,Weekday,Commercial & Employment Core,9,190395,214943,24548,69219
2025,Weekday,Commercial & Employment Core,10,125695,127320,1625,62665
2025,Weekday,Commercial & Employment Core,11,136734,133544,-3190,64412
2025,Weekday,Commercial & Employment Core,12,163313,161956,-1357,67336
2025,Weekday,Commercial & Employment Core,13,168542,167218,-1324,68280
2025,Weekday,Commercial & Employment Core,14,170967,167886,-3081,69144
2025,Weekday,Commercial & Employment Core,15,201467,198252,-3215,71924
2025,Weekday,Commercial & Employment Core,16,294491,273715,-20776,76004
2025,Weekday,Commercial & Employment Core,17,417232,407821,-9411,79576
2025,Weekday,Commercial & Employment Core,18,335158,343956,8798,77557
2025,Weekday,Commercial & Employment Core,19,249067,255660,6593,73257
2025,Weekday,Commercial & Employment Core,20,185215,191630,6415,68410
2025,Weekday,Commercial & Employment Core,21,148798,150386,1588,63401
2025,Weekday,Commercial & Employment Core,22,115890,118919,3029,58958
2025,Weekday,Commercial & Employment Core,23,86182,91074,4892,51764
2025,Weekday,Commuter-Heavy Transit Hub,0,1920,922,-998,1704
2025,Weekday,Commuter-Heavy Transit Hub,1,924,440,-484,935
2025,Weekday,Commuter-Heavy Transit Hub,2,553,329,-224,650
2025,Weekday,Commuter-Heavy Transit Hub,3,343,333,-10,563
2025,Weekday,Commuter-Heavy Transit Hub,4,241,765,524,866
2025,Weekday,Commuter-Heavy Transit Hub,5,422,3430,3008,2332
2025,Weekday,Commuter-Heavy Transit Hub,6,1662,14085,12423,4946
2025,Weekday,Commuter-Heavy Transit Hub,7,5140,36131,30991,6621
2025,Weekday,Commuter-Heavy Transit Hub,8,9121,98854,89733,7460
2025,Weekday,Commuter-Heavy Transit Hub,9,8043,67380,59337,6702
2025,Weekday,Commuter-Heavy Transit Hub,10,7339,23845,16506,5687
2025,Weekday,Commuter-Heavy Transit Hub,11,11305,18244,6939,6006
2025,Weekday,Commuter-Heavy Transit Hub,12,17117,19499,2382,6472
2025,Weekday,Commuter-Heavy Transit Hub,13,16093,18479,2386,6440
2025,Weekday,Commuter-Heavy Transit Hub,14,19402,14490,-4912,6548
2025,Weekday,Commuter-Heavy Transit Hub,15,30141,15229,-14912,7021
2025,Weekday,Commuter-Heavy Transit Hub,16,56514,16077,-40437,7587
2025,Weekday,Commuter-Heavy Transit Hub,17,74692,18471,-56221,7514
2025,Weekday,Commuter-Heavy Transit Hub,18,35260,13306,-21954,6829
2025,Weekday,Commuter-Heavy Transit Hub,19,18719,8350,-10369,5983
2025,Weekday,Commuter-Heavy Transit Hub,20,10447,4926,-5521,4732
2025,Weekday,Commuter-Heavy Transit Hub,21,7048,3562,-3486,3971
2025,Weekday,Commuter-Heavy Transit Hub,22,5545,2852,-2693,3429
2025,Weekday,Commuter-Heavy Transit Hub,23,4379,1853,-2526,2770
2025,Weekday,Leisure & Waterfront,0,4401,5036,635,4857
2025,Weekday,Leisure & Waterfront,1,2112,2345,233,2740
2025,Weekday,Leisure & Waterfront,2,1351,1506,155,1948
2025,Weekday,Leisure & Waterfront,3,959,944,-15,1425
2025,Weekday,Leisure & Waterfront,4,622,1108,486,1392
2025,Weekday,Leisure & Waterfront,5,2182,4067,1885,3930
2025,Weekday,Leisure & Waterfront,6,5635,6845,1210,7472
2025,Weekday,Leisure & Waterfront,7,12505,12189,-316,11357
2025,Weekday,Leisure & Waterfront,8,23871,27539,3668,14950
2025,Weekday,Leisure & Waterfront,9,16016,19877,3861,12965
2025,Weekday,Leisure & Waterfront,10,13371,14645,1274,11938
2025,Weekday,Leisure & Waterfront,11,16313,16643,330,12981
2025,Weekday,Leisure & Waterfront,12,21306,21803,497,14733
2025,Weekday,Leisure & Waterfront,13,24120,25485,1365,15384
2025,Weekday,Leisure & Waterfront,14,27668,28401,733,16241
2025,Weekday,Leisure & Waterfront,15,33490,33821,331,18089
2025,Weekday,Leisure & Waterfront,16,44501,42689,-1812,20664
2025,Weekday,Leisure & Waterfront,17,56480,60770,4290,23695
2025,Weekday,Leisure & Waterfront,18,52088,65843,13755,22950
2025,Weekday,Leisure & Waterfront,19,44971,53491,8520,20068
2025,Weekday,Leisure & Waterfront,20,39603,38118,-1485,16980
2025,Weekday,Leisure & Waterfront,21,28249,25282,-2967,13430
2025,Weekday,Leisure & Waterfront,22,19739,15578,-4161,10599
2025,Weekday,Leisure & Waterfront,23,15559,11503,-4056,8206
2025,Weekday,Residential & Inner-Suburban Feeder,0,6808,13486,6678,12087
2025,Weekday,Residential & Inner-Suburban Feeder,1,3638,6723,3085,7324
2025,Weekday,Residential & Inner-Suburban Feeder,2,2510,4245,1735,5207
2025,Weekday,Residential & Inner-Suburban Feeder,3,1585,2460,875,3310
2025,Weekday,Residential & Inner-Suburban Feeder,4,2608,1688,-920,3535
2025,Weekday,Residential & Inner-Suburban Feeder,5,9733,2614,-7119,9321
2025,Weekday,Residential & Inner-Suburban Feeder,6,26469,7807,-18662,19817
2025,Weekday,Residential & Inner-Suburban Feeder,7,62912,17113,-45799,30669
2025,Weekday,Residential & Inner-Suburban Feeder,8,132620,34206,-98414,36596
2025,Weekday,Residential & Inner-Suburban Feeder,9,59786,27895,-31891,29191
2025,Weekday,Residential & Inner-Suburban Feeder,10,33950,19469,-14481,23631
2025,Weekday,Residential & Inner-Suburban Feeder,11,33804,22208,-11596,24204
2025,Weekday,Residential & Inner-Suburban Feeder,12,35710,29393,-6317,25892
2025,Weekday,Residential & Inner-Suburban Feeder,13,34732,33173,-1559,26888
2025,Weekday,Residential & Inner-Suburban Feeder,14,35818,35667,-151,27640
2025,Weekday,Residential & Inner-Suburban Feeder,15,42267,47650,5383,31260
2025,Weekday,Residential & Inner-Suburban Feeder,16,54856,75603,20747,35619
2025,Weekday,Residential & Inner-Suburban Feeder,17,79351,125385,46034,39697
2025,Weekday,Residential & Inner-Suburban Feeder,18,75087,105074,29987,37725
2025,Weekday,Residential & Inner-Suburban Feeder,19,56034,75592,19558,33548
2025,Weekday,Residential & Inner-Suburban Feeder,20,39930,56369,16439,29470
2025,Weekday,Residential & Inner-Suburban Feeder,21,28819,44245,15426,26079
2025,Weekday,Residential & Inner-Suburban Feeder,22,21559,36349,14790,23142
2025,Weekday,Residential & Inner-Suburban Feeder,23,15832,27855,12023,19343
2025,Weekday,Unassigned,6,0,2,2,2
2025,Weekday,Unassigned,8,0,1,1,1
2025,Weekday,Unassigned,15,0,1,1,1
2025,Weekend,Commercial & Employment Core,0,36997,35761,-1236,20416
2025,Weekend,Commercial & Employment Core,1,27556,26497,-1059,17941
2025,Weekend,Commercial & Employment Core,2,22451,21217,-1234,16173
2025,Weekend,Commercial & Employment Core,3,11155,12114,959,11523
2025,Weekend,Commercial & Employment Core,4,5211,5294,83,6802
2025,Weekend,Commercial & Employment Core,5,4836,4458,-378,6555
2025,Weekend,Commercial & Employment Core,6,9926,8170,-1756,11224
2025,Weekend,Commercial & Employment Core,7,18661,17417,-1244,16702
2025,Weekend,Commercial & Employment Core,8,31123,29493,-1630,21252
2025,Weekend,Commercial & Employment Core,9,48379,45694,-2685,24859
2025,Weekend,Commercial & Employment Core,10,63482,62628,-854,26731
2025,Weekend,Commercial & Employment Core,11,77207,77519,312,27717
2025,Weekend,Commercial & Employment Core,12,84250,84651,401,28190
2025,Weekend,Commercial & Employment Core,13,89256,88890,-366,28338
2025,Weekend,Commercial & Employment Core,14,91646,90976,-670,28492
2025,Weekend,Commercial & Employment Core,15,93556,93418,-138,28498
2025,Weekend,Commercial & Employment Core,16,93829,94368,539,28549
2025,Weekend,Commercial & Employment Core,17,92463,92932,469,28499
2025,Weekend,Commercial & Employment Core,18,86184,88661,2477,27785
2025,Weekend,Commercial & Employment Core,19,73948,77970,4022,26420
2025,Weekend,Commercial & Employment Core,20,58633,62466,3833,24918
2025,Weekend,Commercial & Employment Core,21,49996,51691,1695,23272
2025,Weekend,Commercial & Employment Core,22,43383,44621,1238,22584
2025,Weekend,Commercial & Employment Core,23,35902,37506,1604,20403
2025,Weekend,Commuter-Heavy Transit Hub,0,1714,784,-930,1089
2025,Weekend,Commuter-Heavy Transit Hub,1,1096,550,-546,836
2025,Weekend,Commuter-Heavy Transit Hub,2,888,383,-505,684
2025,Weekend,Commuter-Heavy Transit Hub,3,427,236,-191,412
2025,Weekend,Commuter-Heavy Transit Hub,4,187,130,-57,249
2025,Weekend,Commuter-Heavy Transit Hub,5,113,246,133,307
2025,Weekend,Commuter-Heavy Transit Hub,6,278,1100,822,767
2025,Weekend,Commuter-Heavy Transit Hub,7,976,1825,849,1194
2025,Weekend,Commuter-Heavy Transit Hub,8,944,2526,1582,1536
2025,Weekend,Commuter-Heavy Transit Hub,9,1471,3164,1693,1825
2025,Weekend,Commuter-Heavy Transit Hub,10,2032,3619,1587,1947
2025,Weekend,Commuter-Heavy Transit Hub,11,2806,3638,832,2033
2025,Weekend,Commuter-Heavy Transit Hub,12,3224,3758,534,2098
2025,Weekend,Commuter-Heavy Transit Hub,13,3292,4074,782,2160
2025,Weekend,Commuter-Heavy Transit Hub,14,3584,3699,115,2176
2025,Weekend,Commuter-Heavy Transit Hub,15,3923,3694,-229,2188
2025,Weekend,Commuter-Heavy Transit Hub,16,4236,3420,-816,2143
2025,Weekend,Commuter-Heavy Transit Hub,17,4205,3031,-1174,2126
2025,Weekend,Commuter-Heavy Transit Hub,18,3664,3003,-661,2095
2025,Weekend,Commuter-Heavy Transit Hub,19,3511,2606,-905,1918
2025,Weekend,Commuter-Heavy Transit Hub,20,2495,1578,-917,1608
2025,Weekend,Commuter-Heavy Transit Hub,21,2099,1265,-834,1448
2025,Weekend,Commuter-Heavy Transit Hub,22,2061,1167,-894,1477
2025,Weekend,Commuter-Heavy Transit Hub,23,1824,896,-928,1227
2025,Weekend,Leisure & Waterfront,0,3858,4061,203,3075
2025,Weekend,Leisure & Waterfront,1,2397,2801,404,2414
2025,Weekend,Leisure & Waterfront,2,1884,2171,287,1970
2025,Weekend,Leisure & Waterfront,3,1241,1434,193,1506
2025,Weekend,Leisure & Waterfront,4,537,838,301,924
2025,Weekend,Leisure & Waterfront,5,567,1066,499,1098
2025,Weekend,Leisure & Waterfront,6,1386,2161,775,2143
2025,Weekend,Leisure & Waterfront,7,2239,3283,1044,3017
2025,Weekend,Leisure & Waterfront,8,4316,5902,1586,4339
2025,Weekend,Leisure & Waterfront,9,7883,9860,1977,5723
2025,Weekend,Leisure & Waterfront,10,11488,13001,1513,6615
2025,Weekend,Leisure & Waterfront,11,15771,17270,1499,7462
2025,Weekend,Leisure & Waterfront,12,18745,20317,1572,7879
2025,Weekend,Leisure & Waterfront,13,21630,23307,1677,8330
2025,Weekend,Leisure & Waterfront,14,24197,26170,1973,8618
2025,Weekend,Leisure & Waterfront,15,26768,27509,741,8702
2025,Weekend,Leisure & Waterfront,16,28270,28253,-17,8754
2025,Weekend,Leisure & Waterfront,17,27502,27347,-155,8627
2025,Weekend,Leisure & Waterfront,18,27120,25635,-1485,8246
2025,Weekend,Leisure & Waterfront,19,22137,22216,79,7551
2025,Weekend,Leisure & Waterfront,20,16995,16326,-669,6427
2025,Weekend,Leisure & Waterfront,21,11848,10424,-1424,5121
2025,Weekend,Leisure & Waterfront,22,8413,6614,-1799,4059
2025,Weekend,Leisure & Waterfront,23,6837,5292,-1545,3356
2025,Weekend,Residential & Inner-Suburban Feeder,0,6290,11340,5050,7724
2025,Weekend,Residential & Inner-Suburban Feeder,1,4688,8604,3916,6526
2025,Weekend,Residential & Inner-Suburban Feeder,2,3561,6308,2747,5362
2025,Weekend,Residential & Inner-Suburban Feeder,3,1881,3999,2118,3821
2025,Weekend,Residential & Inner-Suburban Feeder,4,1262,1791,529,2236
2025,Weekend,Residential & Inner-Suburban Feeder,5,1482,1070,-412,2055
2025,Weekend,Residential & Inner-Suburban Feeder,6,4015,1666,-2349,4048
2025,Weekend,Residential & Inner-Suburban Feeder,7,6984,3546,-3438,6381
2025,Weekend,Residential & Inner-Suburban Feeder,8,11753,6200,-5553,8789
2025,Weekend,Residential & Inner-Suburban Feeder,9,17330,9812,-7518,10557
2025,Weekend,Residential & Inner-Suburban Feeder,10,20894,13756,-7138,11489
2025,Weekend,Residential & Inner-Suburban Feeder,11,23712,16464,-7248,12113
2025,Weekend,Residential & Inner-Suburban Feeder,12,24127,19073,-5054,12461
2025,Weekend,Residential & Inner-Suburban Feeder,13,24113,20186,-3927,12526
2025,Weekend,Residential & Inner-Suburban Feeder,14,24021,21399,-2622,12778
2025,Weekend,Residential & Inner-Suburban Feeder,15,23188,22442,-746,12579
2025,Weekend,Residential & Inner-Suburban Feeder,16,22413,22701,288,12610
2025,Weekend,Residential & Inner-Suburban Feeder,17,21342,23009,1667,12361
2025,Weekend,Residential & Inner-Suburban Feeder,18,20936,22683,1747,12183
2025,Weekend,Residential & Inner-Suburban Feeder,19,17626,20274,2648,11193
2025,Weekend,Residential & Inner-Suburban Feeder,20,13279,16604,3325,9968
2025,Weekend,Residential & Inner-Suburban Feeder,21,10662,14353,3691,9082
2025,Weekend,Residential & Inner-Suburban Feeder,22,8666,12773,4107,8353
2025,Weekend,Residential & Inner-Suburban Feeder,23,7090,11476,4386,7682
